page_content,source,species_folder,format,title,author,subject,keywords,creator,producer,creationDate,modDate,trapped,encryption,file_path,page_count,page,start_index,error_indx,text,category,racional
"Posteriormente, implementamos estrategias de conservación basadas en la comunidad

con las poblaciones ubicadas en la cercanía de las cuevas identificadas a través de talleres
participativos. Además aplicamos encuestas cerradas para obtener indicadores del conocimiento
y percepción de los murciélagos por parte de los miembros de las comunidades. Las preguntas
de las encuestas desarrolladas buscaron identificar aspectos sobre el conocimiento previo de los
participantes sobre qué son los murciélagos y cuál es su función, asimismo cuál es la percepción
social sobre este grupo de mamíferos. Finalmente, se indagó sobre eventos previos de capacitación
y sensibilización sobre murciélagos.

## Resultados

Los refugios identificados corresponden a un total de seis cuevas que se ubican dentro de tres
áreas naturales protegidas a nivel nacional (en Nuevo León, el Parque Nacional Cumbres de
Monterrey, y en Coahuila, el Área de Protección de los Recursos Naturales CADNR004 Cuenca Don
Martín y el Área de Protección de los Recursos Naturales CADNR026 Sierra de Arteaga; Figura 1).

Estos refugios, albergan poblaciones de por lo menos 12 especies de murciélagos, de las cuales
solo dos especies ( _L. nivalis_ y _C. mexicana_ ) están consideradas en riesgo (Tabla 1).

Al hablar de la riqueza de murciélagos para cada refugio, las cuevas El Infierno y Rosillo

1 resultaron ser las más diversas con un total de nueve y siete especies, respectivamente. En
contraparte, la menor riqueza fue observada para la Cueva del Guano en Rayones, Nuevo León,
con solo una especie, _C. mexicana_ ; sin embargo en esta cueva se observó la mayor abundancia de

**Figura 1.** Ubicación de los refugios identificados para _Leptonycteris nivalis_ y _Choeronycteris mexicana_


-----","Gómez-Ruiz et al., 2015.pdf",Leptonycteris,PDF 1.6,,,,,Adobe InDesign CC 2014 (Windows),Adobe PDF Library 11.0,D:20150213181359-07'00',D:20150630193014-05'00',,,"papers/by_species/Leptonycteris/Gómez-Ruiz et al., 2015.pdf",13,4,0,,"Posteriormente, implementamos estrategias de conservación basadas en la comunidad

con las poblaciones ubicadas en la cercanía de las cuevas identificadas a través de talleres
participativos. Además aplicamos encuestas cerradas para obtener indicadores del conocimiento
y percepción de los murciélagos por parte de los miembros de las comunidades. Las preguntas
de las encuestas desarrolladas buscaron identificar aspectos sobre el conocimiento previo de los
participantes sobre qué son los murciélagos y cuál es su función, asimismo cuál es la percepción
social sobre este grupo de mamíferos. Finalmente, se indagó sobre eventos previos de capacitación
y sensibilización sobre murciélagos.

## Resultados

Los refugios identificados corresponden a un total de seis cuevas que se ubican dentro de tres
áreas naturales protegidas a nivel nacional (en Nuevo León, el Parque Nacional Cumbres de
Monterrey, y en Coahuila, el Área de Protección de los Recursos Naturales CADNR004 Cuenca Don
Martín y el Área de Protección de los Recursos Naturales CADNR026 Sierra de Arteaga; Figura 1).

Estos refugios, albergan poblaciones de por lo menos 12 especies de murciélagos, de las cuales
solo dos especies ( _L. nivalis_ y _C. mexicana_ ) están consideradas en riesgo (Tabla 1).

Al hablar de la riqueza de murciélagos para cada refugio, las cuevas El Infierno y Rosillo

1 resultaron ser las más diversas con un total de nueve y siete especies, respectivamente. En
contraparte, la menor riqueza fue observada para la Cueva del Guano en Rayones, Nuevo León,
con solo una especie, _C. mexicana_ ; sin embargo en esta cueva se observó la mayor abundancia de

**Figura 1.** Ubicación de los refugios identificados para _Leptonycteris nivalis_ y _Choeronycteris mexicana_


-----",Ecología y demografía de la especie,"Se habla de la riqueza de especies de murciélagos en diferentes cuevas, así como la abundancia de especies en cada una de ellas."
"esta especie amenazada (siete individuos). De acuerdo con Arita (1993), el 80 % de las 215 cuevas
incluidas en su estudio cuentan con una baja riqueza de especies de murciélagos (tres o menos)
mientras que solo el 10 % sirve de refugio para seis especies o más, y concluye que un adecuado plan
de conservación de cuevas de murciélagos no debe basarse solamente en el criterio de riqueza pues
muy pocas de las especies vulnerables se refugian en cuevas con alta diversidad taxonómica. En el
caso de las cuevas más diversas (El Infierno y Rosillo 1), combinan tanto una alta riqueza específica
con la presencia de especies vulnerables. La diversidad relativamente alta encontrada en estas dos
cuevas puede deberse a que son los refugios de mayor tamaño dentro de los sitios estudiados; Rosillo
1 mide cerca de un kilómetro de profundidad horizontal con techos de hasta 40.0 m, mientras que
El Infierno es una cueva vertical que mide 80 m de profundidad, con una entrada de 43.0 m de largo
por 20.5 m de ancho. Finalmente, la especie mejor representada dentro de este grupo de cuevas fue
_C. mexicana_, especie común pero con abundancias bajas.

Hasta la fecha, solo en dos de los seis refugios mencionados se ha registrado al murciélago

magueyero mayor ( _L. nivalis_ ), en la cueva El Infierno y la cueva El Rosillo 1. La cueva El Infierno ha
sido reportada como una de las dos cuevas de maternidad conocidas para esta especie, por lo que
es un refugio prioritario (Moreno-Valdez _et al._ 2004; Ammerman _et al._ 2009). En la cueva El Rosillo 1,
se ha registrado la presencia de hembras de _L. nivalis_, lo que sugiere que este refugio pudiera fungir
como otro sitio de maternidad para la especie dentro de su ámbito de distribución. Por otra parte, la
cueva El Rosillo 1 es utilizada como refugio por poblaciones del murciélago migratorio _e. g._ _Tadarida_
_brasiliensis_ .

Las estrategias de conservación basada en la comunidad que implementamos se describen en la","Gómez-Ruiz et al., 2015.pdf",Leptonycteris,PDF 1.6,,,,,Adobe InDesign CC 2014 (Windows),Adobe PDF Library 11.0,D:20150213181359-07'00',D:20150630193014-05'00',,,"papers/by_species/Leptonycteris/Gómez-Ruiz et al., 2015.pdf",13,5,0,,"esta especie amenazada (siete individuos). De acuerdo con Arita (1993), el 80 % de las 215 cuevas
incluidas en su estudio cuentan con una baja riqueza de especies de murciélagos (tres o menos)
mientras que solo el 10 % sirve de refugio para seis especies o más, y concluye que un adecuado plan
de conservación de cuevas de murciélagos no debe basarse solamente en el criterio de riqueza pues
muy pocas de las especies vulnerables se refugian en cuevas con alta diversidad taxonómica. En el
caso de las cuevas más diversas (El Infierno y Rosillo 1), combinan tanto una alta riqueza específica
con la presencia de especies vulnerables. La diversidad relativamente alta encontrada en estas dos
cuevas puede deberse a que son los refugios de mayor tamaño dentro de los sitios estudiados; Rosillo
1 mide cerca de un kilómetro de profundidad horizontal con techos de hasta 40.0 m, mientras que
El Infierno es una cueva vertical que mide 80 m de profundidad, con una entrada de 43.0 m de largo
por 20.5 m de ancho. Finalmente, la especie mejor representada dentro de este grupo de cuevas fue
_C. mexicana_, especie común pero con abundancias bajas.

Hasta la fecha, solo en dos de los seis refugios mencionados se ha registrado al murciélago

magueyero mayor ( _L. nivalis_ ), en la cueva El Infierno y la cueva El Rosillo 1. La cueva El Infierno ha
sido reportada como una de las dos cuevas de maternidad conocidas para esta especie, por lo que
es un refugio prioritario (Moreno-Valdez _et al._ 2004; Ammerman _et al._ 2009). En la cueva El Rosillo 1,
se ha registrado la presencia de hembras de _L. nivalis_, lo que sugiere que este refugio pudiera fungir
como otro sitio de maternidad para la especie dentro de su ámbito de distribución. Por otra parte, la
cueva El Rosillo 1 es utilizada como refugio por poblaciones del murciélago migratorio _e. g._ _Tadarida_
_brasiliensis_ .

Las estrategias de conservación basada en la comunidad que implementamos se describen en la",Ecología y demografía de la especie,"El texto describe la riqueza de especies de murciélagos en diferentes cuevas, así como la presencia de especies vulnerables y migratorias. También menciona el uso de cuevas como refugios de maternidad para algunas especies."
"Las estrategias de conservación basada en la comunidad que implementamos se describen en la

siguiente sección, en cuatro fases: información, comunicación, educación, y capacitación. En suma
se ha trabajado con 52 comunidades con un total de 574 participantes en los talleres de educación
ambiental. Como parte de los talleres, realizamos encuestas a los participantes encuestas a los
participantes para obtener indicadores de las diferencias en el conocimiento de murciélagos previo y
posterior al taller, así como diferencia en la percepción hacia los murciélagos y documentar el interés
en conocer más sobre estos mamíferos. Los resultados de las encuestas previas al taller indican que
más del 60 % de los encuestados, respondieron no saber a qué grupo pertenecen los murciélagos
(considerándolos principalmente como ratones con alas). Por su parte, el 80 % de los encuestados,
respondió no conocer las funciones ecológicas de los murciélagos y un 71 %, consideraron que los
murciélagos son animales que generan miedo. Esto denota el grado de desconocimiento de la
población de estudio hacia este grupo de mamíferos.

_Red de Conservación de Murciélagos._ La integración de aspectos ecológicos y sociales es","Gómez-Ruiz et al., 2015.pdf",Leptonycteris,PDF 1.6,,,,,Adobe InDesign CC 2014 (Windows),Adobe PDF Library 11.0,D:20150213181359-07'00',D:20150630193014-05'00',,,"papers/by_species/Leptonycteris/Gómez-Ruiz et al., 2015.pdf",13,5,1877,,"Las estrategias de conservación basada en la comunidad que implementamos se describen en la

siguiente sección, en cuatro fases: información, comunicación, educación, y capacitación. En suma
se ha trabajado con 52 comunidades con un total de 574 participantes en los talleres de educación
ambiental. Como parte de los talleres, realizamos encuestas a los participantes encuestas a los
participantes para obtener indicadores de las diferencias en el conocimiento de murciélagos previo y
posterior al taller, así como diferencia en la percepción hacia los murciélagos y documentar el interés
en conocer más sobre estos mamíferos. Los resultados de las encuestas previas al taller indican que
más del 60 % de los encuestados, respondieron no saber a qué grupo pertenecen los murciélagos
(considerándolos principalmente como ratones con alas). Por su parte, el 80 % de los encuestados,
respondió no conocer las funciones ecológicas de los murciélagos y un 71 %, consideraron que los
murciélagos son animales que generan miedo. Esto denota el grado de desconocimiento de la
población de estudio hacia este grupo de mamíferos.

_Red de Conservación de Murciélagos._ La integración de aspectos ecológicos y sociales es",Ecología y demografía de la especie,"El texto describe la interacción de la especie con el ambiente. Conducta, sexualidad, migración, reproducción, etc. Se menciona que el 60% de los encuestados no saben a qué grupo pertenecen los murciélagos, el 80% no conoce las funciones ecológicas de los murciélagos y el 71% los considera animales que generan miedo."
"_Red de Conservación de Murciélagos._ La integración de aspectos ecológicos y sociales es

fundamental en la implementación de cualquier estrategia de conservación (Mascia _et al._ 2003;
Knight _et al._ 2010; Ardoin y Heimlich 2013). Diversos trabajos argumentan que las estrategias sociales
que se enfocan en promover la conexión de las personas con la naturaleza, construir conocimiento
y promover el cuidado del ambiente, pueden y deben jugar un papel central en los programas de
conservación (Jacobson y McDuff 1998; Mascia _et al._ 2003). A su vez, se ha descrito un continuo
de estrategias sociales necesarias para la conservación (Ardoin y Heimlich 2013). A continuación
describimos dichas estrategias presentándolas a manera de fases en el desarrollo de una red de
conservación de murciélagos, la cual vincula a comunidades locales con científicos, educadores, y
entidades gubernamentales.

Fase 1 Información: Esta fase se refiere a la información ecológica que poseen tanto las

comunidades locales como los científicos. La apropiada difusión de dicha información conlleva a
aumentar el entendimiento de las especies en riesgo y su hábitat, y así se concientiza a la sociedad
sobre su entorno ambiental. En la primera sección de este artículo presentamos la información
sobre los refugios que se identificaron para las especies de murciélagos en riesgo en el área de
estudio.  Esto fue resultado de análisis de hábitat y muestreos de campo llevados a cabo por


-----","Gómez-Ruiz et al., 2015.pdf",Leptonycteris,PDF 1.6,,,,,Adobe InDesign CC 2014 (Windows),Adobe PDF Library 11.0,D:20150213181359-07'00',D:20150630193014-05'00',,,"papers/by_species/Leptonycteris/Gómez-Ruiz et al., 2015.pdf",13,5,2999,13.0,,,
"**Tabla 1.** Listado de especies de murciélagos encontradas en los refugios estudiados. Arreglo taxonómico según Simmons (2005).

Categoría de riesgo según NOM-059- SEMARNAT-2010 Categoría de riesgo según la IUCN Cueva El Infierno, La Camotera, Nuevo León Cueva del Guano 1, Cuatro Ciénegas, Coahuila Cueva del Guano 2, Cuatro Ciénegas, Coahuila Cueva El Rosillo 1, Cuatro Ciénegas, Coahuila Cueva El Rosillo 2, Cuatro Ciénegas, Coahuila Cueva del Guano, Rayones, Nuevo León

**Familia Phyllostomidae**

_Choeronycteris mexicana_ A NT X X X X X X

_Leptonycteris nivalis_ A EN X X

**Familia Vespertilionidae**

_Corynorhinus townsendii_ LC X X X X

_Eptesicus fuscus_ LC X

_Lasiurus cinereus_ LC X

_Myotis auriculus_ LC X

_Myotis californicus_ LC X

_Myotis thysanodes_ LC X X X

_Myotis yumanensis_ LC X

_Pipistrellus hesperus_ LC X

_Antrozous pallidus_ LC X X

**Familia Molossidae**

_Tadarida brasiliensis_ LC X

**Total de especies** 9 2 2 7 3 1

IUCN= Unión Internacional para la Conservación de la Naturaleza; A=Amenazada, NT= Casi amenazado (Near threatened), EN= En
peligro (Endangered), LC= Preocupación menor (Least concern)

científicos académicos y de información proporcionada por residentes locales sobre ubicación
de cuevas potenciales. Particularmente, esta información recopilada, se obtuvo mediante
diálogos semi-estructurados (Geilfus 2002), y posteriormente el recorrido hacia las áreas con
guías locales.

Fase 2 Comunicación: La fase de comunicación implica establecer un diálogo entre las

audiencias clave del programa de conservación. A través del desarrollo de proyectos en los
que se benefician las comunidades, las organizaciones no gubernamentales (ONG) locales
desarrollan un vínculo con los residentes locales. De esta manera, las ONG funcionan como
facilitadoras en el establecimiento del diálogo entre los diferentes actores clave en la red de
conservación.

La organización no gubernamental Especies, Sociedad y Hábitat, A. C. (ESHAC) ha venido","Gómez-Ruiz et al., 2015.pdf",Leptonycteris,PDF 1.6,,,,,Adobe InDesign CC 2014 (Windows),Adobe PDF Library 11.0,D:20150213181359-07'00',D:20150630193014-05'00',,,"papers/by_species/Leptonycteris/Gómez-Ruiz et al., 2015.pdf",13,6,0,,"**Tabla 1.** Listado de especies de murciélagos encontradas en los refugios estudiados. Arreglo taxonómico según Simmons (2005).

Categoría de riesgo según NOM-059- SEMARNAT-2010 Categoría de riesgo según la IUCN Cueva El Infierno, La Camotera, Nuevo León Cueva del Guano 1, Cuatro Ciénegas, Coahuila Cueva del Guano 2, Cuatro Ciénegas, Coahuila Cueva El Rosillo 1, Cuatro Ciénegas, Coahuila Cueva El Rosillo 2, Cuatro Ciénegas, Coahuila Cueva del Guano, Rayones, Nuevo León

**Familia Phyllostomidae**

_Choeronycteris mexicana_ A NT X X X X X X

_Leptonycteris nivalis_ A EN X X

**Familia Vespertilionidae**

_Corynorhinus townsendii_ LC X X X X

_Eptesicus fuscus_ LC X

_Lasiurus cinereus_ LC X

_Myotis auriculus_ LC X

_Myotis californicus_ LC X

_Myotis thysanodes_ LC X X X

_Myotis yumanensis_ LC X

_Pipistrellus hesperus_ LC X

_Antrozous pallidus_ LC X X

**Familia Molossidae**

_Tadarida brasiliensis_ LC X

**Total de especies** 9 2 2 7 3 1

IUCN= Unión Internacional para la Conservación de la Naturaleza; A=Amenazada, NT= Casi amenazado (Near threatened), EN= En
peligro (Endangered), LC= Preocupación menor (Least concern)

científicos académicos y de información proporcionada por residentes locales sobre ubicación
de cuevas potenciales. Particularmente, esta información recopilada, se obtuvo mediante
diálogos semi-estructurados (Geilfus 2002), y posteriormente el recorrido hacia las áreas con
guías locales.

Fase 2 Comunicación: La fase de comunicación implica establecer un diálogo entre las

audiencias clave del programa de conservación. A través del desarrollo de proyectos en los
que se benefician las comunidades, las organizaciones no gubernamentales (ONG) locales
desarrollan un vínculo con los residentes locales. De esta manera, las ONG funcionan como
facilitadoras en el establecimiento del diálogo entre los diferentes actores clave en la red de
conservación.

La organización no gubernamental Especies, Sociedad y Hábitat, A. C. (ESHAC) ha venido",Clasificación y descripción de la especie,Se muestran los nombres científicos de las especies y su clasificación taxonómica. Se menciona la familia a la que pertenecen y el orden en el que se encuentran.
"La organización no gubernamental Especies, Sociedad y Hábitat, A. C. (ESHAC) ha venido

trabajando con las comunidades de Coahuila y Nuevo León desde 2011 en diversos proyectos de
manejo sustentable de los recursos naturales. ESHAC facilitó el contacto de los investigadores
académicos con las comunidades para obtener información sobre ubicación de cuevas y
sitios potenciales de forrajeo ( _i. e_ . zonas con agaves paniculados en floración). Asimismo, la
información resultante de los muestreos de murciélagos y su hábitat, regresó a la comunidad a
través de talleres coordinados por ESHAC (descritos en la fase 3 y 4).

Fase 3 Educación: La fase de educación se refiere a promover conocimientos que motiven a

actuar en beneficio a la conservación. Primeramente investigadores académicos desarrollaron
un estudio piloto de educación ambiental en donde se evaluó la pertinencia de actividades y
materiales educativos de diversas características comunicativas (videos, manualidades, obras de


-----","Gómez-Ruiz et al., 2015.pdf",Leptonycteris,PDF 1.6,,,,,Adobe InDesign CC 2014 (Windows),Adobe PDF Library 11.0,D:20150213181359-07'00',D:20150630193014-05'00',,,"papers/by_species/Leptonycteris/Gómez-Ruiz et al., 2015.pdf",13,6,1899,15.0,,,
"teatro). Considerando como parámetros de evaluación: 1) con qué eficacia los materiales existentes
de conservación de murciélagos abordan los conocimientos y habilidades consideradas esenciales
por los educadores, 2) cuál de las estrategias interactivas es más asequible: videos, manualidades,
u obras y, 3) el nivel de participación de los estudiantes dentro de cada actividad. Como primer
paso para recopilar los materiales se contactó una red de organizaciones con conocimientos
sobre educación ambiental, empezando con actores clave de Bat Conservation International (BCI),
siguiendo con otros recomendados por efecto domino ( _e. g._ Bat World Sanctuary, Organization
for Bat Conservation, Texas Parks and Wildlife, el Programa para la Conservación de Murciélagos
de México, etc.). Posteriormente, se estructuró un taller educativo con el siguiente formato: (1)
la presentación de material videográfico, (2) el desarrollo de manualidades, y (3) la presentación
de obras de teatro y cuentos. Los resultados de este estudio piloto, obtenidos por medio de
cuestionarios y observaciones realizadas por el educador, muestran que los estudiantes retuvieron
los conocimientos presentados dentro del formato de este taller, y las actividades que tuvieron
mayor participación fueron los videos y manualidades. Al utilizar diversos métodos de enseñanza
interactivos se incrementa la retención y recolección de información, y facilita la transmisión
de conocimientos hacia los estudiantes, ya que participan no solo mentalmente, sino también
físicamente en el proceso (Haury y Rillero 1994; Johnson _et al._ 1997).

Finalmente, estos materiales fueron compartidos con la organización no gubernamental ESHAC,","Gómez-Ruiz et al., 2015.pdf",Leptonycteris,PDF 1.6,,,,,Adobe InDesign CC 2014 (Windows),Adobe PDF Library 11.0,D:20150213181359-07'00',D:20150630193014-05'00',,,"papers/by_species/Leptonycteris/Gómez-Ruiz et al., 2015.pdf",13,7,0,,"teatro). Considerando como parámetros de evaluación: 1) con qué eficacia los materiales existentes
de conservación de murciélagos abordan los conocimientos y habilidades consideradas esenciales
por los educadores, 2) cuál de las estrategias interactivas es más asequible: videos, manualidades,
u obras y, 3) el nivel de participación de los estudiantes dentro de cada actividad. Como primer
paso para recopilar los materiales se contactó una red de organizaciones con conocimientos
sobre educación ambiental, empezando con actores clave de Bat Conservation International (BCI),
siguiendo con otros recomendados por efecto domino ( _e. g._ Bat World Sanctuary, Organization
for Bat Conservation, Texas Parks and Wildlife, el Programa para la Conservación de Murciélagos
de México, etc.). Posteriormente, se estructuró un taller educativo con el siguiente formato: (1)
la presentación de material videográfico, (2) el desarrollo de manualidades, y (3) la presentación
de obras de teatro y cuentos. Los resultados de este estudio piloto, obtenidos por medio de
cuestionarios y observaciones realizadas por el educador, muestran que los estudiantes retuvieron
los conocimientos presentados dentro del formato de este taller, y las actividades que tuvieron
mayor participación fueron los videos y manualidades. Al utilizar diversos métodos de enseñanza
interactivos se incrementa la retención y recolección de información, y facilita la transmisión
de conocimientos hacia los estudiantes, ya que participan no solo mentalmente, sino también
físicamente en el proceso (Haury y Rillero 1994; Johnson _et al._ 1997).

Finalmente, estos materiales fueron compartidos con la organización no gubernamental ESHAC,",Other,"El texto trata sobre un taller educativo sobre murciélagos, pero no se centra en ninguna categoría específica. El texto menciona el uso de videos, manualidades y obras de teatro, pero no proporciona información detallada sobre el tipo de ambiente, la biología o la ecología de los murciélagos."
"Finalmente, estos materiales fueron compartidos con la organización no gubernamental ESHAC,

la cual llev _ó_ a cabo talleres de educación ambiental dirigidos a niños de 6 a 12 años.  Además ESHAC
trabajó directamente con personal del Consejo Nacional para el Fomento Educativo (CONAFE) en
el estado de Nuevo León, para iniciar una red de educadores locales, la cual inicialmente incluye
un poco más de 45 comunidades rurales dentro del rango de distribución de los murciélagos
nectarívoros _C. mexicana y L. nivalis_ . Por otra parte, el proyecto de conservación de las especies
de murciélagos y sus refugios fue socializado con los pobladores locales a través del desarrollo
de talleres de información donde se habló de la importancia, el rol ecológico y aspectos de
conservación de los murciélagos en riesgo.

Fase 4 Capacitación: La fase de capacitación conlleva formar capacidades de la sociedad civil

para apoyar y trabajar en beneficio de la conservación. Como parte de esta estrategia social,
ESHAC coordinó reuniones con residentes de las comunidades locales para conformar comités de
vigilancia certificados por la Procuraduría Federal de Protección al Ambiente (PROFEPA). El rol de
los comités de vigilancia es procurar la protección de los refugios de murciélagos amenazados.

Adicionalmente, considerando el marco de estos comités comunitarios formalizados, se pretende
como siguiente paso fortalecer las capacidades comunitarias en el desarrollo de acciones
concretas de caracterización y monitoreo de hábitat ( _e. g._ documentar el estado fenológico de
agaves), además de documentar la presencia de murciélagos nectarívoros utilizando métodos que
no requieran su captura ( _e. g._ uso de trampas-cámaras e inventarios con detectores acústicos). Al
involucrar a las comunidades locales en el monitoreo se refuerza el conocimiento ecológico local
y se enriquece el conocimiento científico con lo que se favorece una mejor planificación de los
esfuerzos de conservación.","Gómez-Ruiz et al., 2015.pdf",Leptonycteris,PDF 1.6,,,,,Adobe InDesign CC 2014 (Windows),Adobe PDF Library 11.0,D:20150213181359-07'00',D:20150630193014-05'00',,,"papers/by_species/Leptonycteris/Gómez-Ruiz et al., 2015.pdf",13,7,1610,,"Finalmente, estos materiales fueron compartidos con la organización no gubernamental ESHAC,

la cual llev _ó_ a cabo talleres de educación ambiental dirigidos a niños de 6 a 12 años.  Además ESHAC
trabajó directamente con personal del Consejo Nacional para el Fomento Educativo (CONAFE) en
el estado de Nuevo León, para iniciar una red de educadores locales, la cual inicialmente incluye
un poco más de 45 comunidades rurales dentro del rango de distribución de los murciélagos
nectarívoros _C. mexicana y L. nivalis_ . Por otra parte, el proyecto de conservación de las especies
de murciélagos y sus refugios fue socializado con los pobladores locales a través del desarrollo
de talleres de información donde se habló de la importancia, el rol ecológico y aspectos de
conservación de los murciélagos en riesgo.

Fase 4 Capacitación: La fase de capacitación conlleva formar capacidades de la sociedad civil

para apoyar y trabajar en beneficio de la conservación. Como parte de esta estrategia social,
ESHAC coordinó reuniones con residentes de las comunidades locales para conformar comités de
vigilancia certificados por la Procuraduría Federal de Protección al Ambiente (PROFEPA). El rol de
los comités de vigilancia es procurar la protección de los refugios de murciélagos amenazados.

Adicionalmente, considerando el marco de estos comités comunitarios formalizados, se pretende
como siguiente paso fortalecer las capacidades comunitarias en el desarrollo de acciones
concretas de caracterización y monitoreo de hábitat ( _e. g._ documentar el estado fenológico de
agaves), además de documentar la presencia de murciélagos nectarívoros utilizando métodos que
no requieran su captura ( _e. g._ uso de trampas-cámaras e inventarios con detectores acústicos). Al
involucrar a las comunidades locales en el monitoreo se refuerza el conocimiento ecológico local
y se enriquece el conocimiento científico con lo que se favorece una mejor planificación de los
esfuerzos de conservación.",Other,"El texto habla sobre actividades de conservación de murciélagos, pero no se enfoca en la biología o ecología de la especie, por lo que no entra en ninguna de las categorías proporcionadas."
"La implementación de estas cuatro fases tiene como resultado la vinculación de comunidades

locales con científicos, educadores y entidades gubernamentales, lo que conforma una red de
conservación de murciélagos. En la figura 2 presentamos un modelo que resume los componentes
de la red de conservación. El modelo se basa en un enfoque multidisciplinario mencionado en
diversas publicaciones sobre biología de la conservación (Meffe _et al._ 2006; Primack 2010). Los
actores participantes se representan en diferentes círculos. En la parte superior colocamos a los
organismos que son fuentes de financiamiento para las actividades de conservación. Esto es un
aspecto fundamental para que tanto la academia como las organizaciones no gubernamentales


-----","Gómez-Ruiz et al., 2015.pdf",Leptonycteris,PDF 1.6,,,,,Adobe InDesign CC 2014 (Windows),Adobe PDF Library 11.0,D:20150213181359-07'00',D:20150630193014-05'00',,,"papers/by_species/Leptonycteris/Gómez-Ruiz et al., 2015.pdf",13,7,3596,18.0,,,
"(ONG) desarrollen acciones de educación, conservación e investigación y este sea utilizado como
parte de programas de conservación colaborando con comunidades locales. El siguiente grupo
de actores es la academia, en donde consideramos a las universidades y centros de investigación
como generadores del conocimiento científico de diversas disciplinas, desde biológico (Ecología,
Botánica, Zoología, Genética, Evolución, etc.) hasta social (Antropología, Economía, Psicología,
Pedagogía, etc.). Los académicos pueden interactuar directamente con las comunidades locales, a
quienes se contacta para acceder al conocimiento ecológico local ( _e. g._ preguntar sobre ubicación
de cuevas con murciélagos, y de zonas con presencia de magueyes como recurso de forrajeo para
los murciélagos nectarívoros). Asimismo, los académicos pueden interactuar con las ONG locales
quienes, por lo general, tienen una relación más cercana con las comunidades. Las ONG funcionan
como facilitadores y coordinadores de las actividades de conservación ( _e. g._ capacitación de
miembros de la comunidad para realizar monitoreo biológico, coordinar talleres de educación
ambiental y sobre uso sustentable de los recursos naturales). Finalmente las comunidades se
benefician de los proyectos de conservación al recibir capacitación sobre el manejo sustentable
de los recursos naturales en sus terrenos que les permitirá garantizar el mantenimiento de dichos
recursos para el futuro de su comunidad.

_Estrategias para reforzar los vínculos de la red de conservación de murciélagos._ La red de","Gómez-Ruiz et al., 2015.pdf",Leptonycteris,PDF 1.6,,,,,Adobe InDesign CC 2014 (Windows),Adobe PDF Library 11.0,D:20150213181359-07'00',D:20150630193014-05'00',,,"papers/by_species/Leptonycteris/Gómez-Ruiz et al., 2015.pdf",13,8,0,,"(ONG) desarrollen acciones de educación, conservación e investigación y este sea utilizado como
parte de programas de conservación colaborando con comunidades locales. El siguiente grupo
de actores es la academia, en donde consideramos a las universidades y centros de investigación
como generadores del conocimiento científico de diversas disciplinas, desde biológico (Ecología,
Botánica, Zoología, Genética, Evolución, etc.) hasta social (Antropología, Economía, Psicología,
Pedagogía, etc.). Los académicos pueden interactuar directamente con las comunidades locales, a
quienes se contacta para acceder al conocimiento ecológico local ( _e. g._ preguntar sobre ubicación
de cuevas con murciélagos, y de zonas con presencia de magueyes como recurso de forrajeo para
los murciélagos nectarívoros). Asimismo, los académicos pueden interactuar con las ONG locales
quienes, por lo general, tienen una relación más cercana con las comunidades. Las ONG funcionan
como facilitadores y coordinadores de las actividades de conservación ( _e. g._ capacitación de
miembros de la comunidad para realizar monitoreo biológico, coordinar talleres de educación
ambiental y sobre uso sustentable de los recursos naturales). Finalmente las comunidades se
benefician de los proyectos de conservación al recibir capacitación sobre el manejo sustentable
de los recursos naturales en sus terrenos que les permitirá garantizar el mantenimiento de dichos
recursos para el futuro de su comunidad.

_Estrategias para reforzar los vínculos de la red de conservación de murciélagos._ La red de",Other,"El texto habla sobre la importancia de la colaboración entre diferentes actores para la conservación de los murciélagos, pero no se centra en ninguna categoría específica."
"_Estrategias para reforzar los vínculos de la red de conservación de murciélagos._ La red de

conservación que describimos se mantiene a través de los vínculos entre los diversos actores
clave, en donde el conocimiento ecológico de las especies proviene tanto de los científicos
como de las comunidades locales. Este conocimiento se comparte entre los actores a través de
vínculos y una estrategia para reforzarlos es procurar la comunicación bidireccional. Es decir,
al implementar estrategias que involucran a las comunidades en el monitoreo de las especies
amenazadas y su hábitat, los científicos obtienen datos de manera continua y con mayor

**Figura 2** . Modelo representando la red de conservación de murciélagos.


-----","Gómez-Ruiz et al., 2015.pdf",Leptonycteris,PDF 1.6,,,,,Adobe InDesign CC 2014 (Windows),Adobe PDF Library 11.0,D:20150213181359-07'00',D:20150630193014-05'00',,,"papers/by_species/Leptonycteris/Gómez-Ruiz et al., 2015.pdf",13,8,1475,20.0,,,
