page_content,source,format,title,author,subject,keywords,creator,producer,creationDate,modDate,trapped,encryption,start_index,text,category,racional,error_indx
"1 Antennate other bee: Bee touches a body-part of another bee in rapid movements
with the antennae slightly curved. The bees stand vis-á-vis and antennate each
other. Excluded: antennations during mandibular contact and nectar transfer.
2 Mandibular contact with other bee: Bees stand vis-á-vis and mutually contact
each others mandibles while antennating. Excluded: nectar transfer.
3 Give nectar: Trophallactic nectar transfer. The bees face each other standing on
their middle and hind legs. The donor lifts her forelegs from the floor. The fore-
legs of the receiver often tap the forelegs (or thorax) of the donor, especially at
the end of the process. The donor opens her mandibles, the receiver places her
proboscis between the mandibles of the donor and takes up the liquid expelled by
the donor.
4 Receive nectar: Bee takes up nectar from another bee by trophallaxis. See “give
nectar”.
5 “Dehydrate” nectar: Bee expels a droplet of nectar between her mouth parts and
stirs it with part of her labrum. The droplet is sometimes imbibed and expelled
again.
6 Move: The bee displaces itself forward in any direction.
7 Stand: The bee is motionless.
8 Autogroom: The bee rubs a part of her body with one or more of her legs.","papers/test_samples/Biesmeijer & Tóth, 1998.pdf",PDF 1.2,IS 336 Individual for.,7300/166,,,QuarkXPressªMit XT: PSPrinter 8.3.1,Acrobat Distiller 3.01 für Power Macintosh,D:19981104152917,D:19981202164921,,,12384,"1 Antennate other bee: Bee touches a body-part of another bee in rapid movements
with the antennae slightly curved. The bees stand vis-á-vis and antennate each
other. Excluded: antennations during mandibular contact and nectar transfer.
2 Mandibular contact with other bee: Bees stand vis-á-vis and mutually contact
each others mandibles while antennating. Excluded: nectar transfer.
3 Give nectar: Trophallactic nectar transfer. The bees face each other standing on
their middle and hind legs. The donor lifts her forelegs from the floor. The fore-
legs of the receiver often tap the forelegs (or thorax) of the donor, especially at
the end of the process. The donor opens her mandibles, the receiver places her
proboscis between the mandibles of the donor and takes up the liquid expelled by
the donor.
4 Receive nectar: Bee takes up nectar from another bee by trophallaxis. See “give
nectar”.
5 “Dehydrate” nectar: Bee expels a droplet of nectar between her mouth parts and
stirs it with part of her labrum. The droplet is sometimes imbibed and expelled
again.
6 Move: The bee displaces itself forward in any direction.
7 Stand: The bee is motionless.
8 Autogroom: The bee rubs a part of her body with one or more of her legs.",Biología de la especie,"Describe la interacción de la especie con el ambiente, en este caso, el comportamiento de las abejas",
"The aim of the observation of the intranidal behaviour was to study a possible
relation between hive activities in the pre-foraging period and foraging career. In
addition to an individual analysis we performed an analysis of the different groups
of foragers based upon the life-long foraging activity data obtained. Foragers
were identified as pollen bees, nectar bees, pollen-nectar foragers (bees that
collected pollen and nectar on the same day) or mix bees (bees that collected
any other combination of materials during their foraging career). Three different
portions (short, intermediate and long) of the pre-foraging period were chosen
for the analysis: 1) from 14 days of age until foraging started; 2) last 13 days be-
fore foraging started (this period includes all orientation flights); and 3) last
three days before foraging started (this period includes the longer non-successful
flights that many foragers performed before becoming specialised foragers). For
the comparisons we used the repetitive Kolmogorov-Smirnov test (KS-test),
which compares the distribution of relative frequencies of the whole repertoire of
behavioural acts of the different forager groups (for explanation see Kolmes,
1985).



-----


432 Biesmeijer and Tóth

_Life span, survival curves, activity level and efficiency_","papers/test_samples/Biesmeijer & Tóth, 1998.pdf",PDF 1.2,IS 336 Individual for.,7300/166,,,QuarkXPressªMit XT: PSPrinter 8.3.1,Acrobat Distiller 3.01 für Power Macintosh,D:19981104152917,D:19981202164921,,,13615,,,,81.0
"-----


432 Biesmeijer and Tóth

_Life span, survival curves, activity level and efficiency_

Life span of the foragers of the _M. beecheii_ cohort was calculated by taking the last
date a bee was observed alive as her last day alive. Only half of the bees had died at
the end of the observation period. Additional checks on the presence of the survi-
vors were performed 12 and 32 days after regular observations ended.
Survival curves were calculated for all bees, and for the different forager groups
(nectar bees; pollen bees; mix bees). Survival curves were compared among forager
groups by using a Peto-Wilcoxon log-rank test. The Chi-square test was used to test
for randomness of transitions between the materials that were collected on succes-
sive flights.
Activity level was measured in several ways, because we did not have prior indi-
cations of which measure would be the most appropriate (see also O’Donnell and
Jeanne, 1992): A) foraging tenure: total number of active days (days on which at
least one flight was performed);  B) total number of flights in career; C) number
of flights per active day (=B/A); D) total foraging time in career (in hours); E)
foraging time per active day (=D/A).
The relation between activity level and foraging career was tested using the
Spearman rank correlation test (SRCT).
To analyse the efficiency of the different groups of foragers we calculated the
percentage of successful flights (at least some food or nest material collected) and
the average flight time per load measured over the whole career (total flight time
divided by number of loads). Degree of specialisation was calculated using the
Shannon-diversity index, H _¢_ (Shannon and Weaver, 1949).

**Results**

_Task fixation and task switching_","papers/test_samples/Biesmeijer & Tóth, 1998.pdf",PDF 1.2,IS 336 Individual for.,7300/166,,,QuarkXPressªMit XT: PSPrinter 8.3.1,Acrobat Distiller 3.01 für Power Macintosh,D:19981104152917,D:19981202164921,,,14834,,,,82.0
"**Results**

_Task fixation and task switching_

The video-recordings of individual foraging patterns over the day in _Melipona_
_beecheii_ (Fig. 1) showed that 65 bees (71%) collected only one type of material in a
single day. Other individuals (15%) switched from pollen collecting to nectar collect-
ing in the course of the morning or performed one or more switches within a day
other than from pollen to nectar (14%). On two consecutive flights a bee normally
collected the same type of material (Table 1a). Almost all possible transitions from
one material to another occurred, but in a non-random way (Chi-square=1139.15;
p=0.0001; df=4). Most common switches were from pollen to nectar and from
resin/mud to nectar.
Most _M. beecheii_ foragers started the day with collecting the same type of mate-
rial that they collected last on the previous day (Table 1b). Again all switches occur-
red in a non-random way (Chi-square=22.36; p=0.0002; df=4). The most common
switch was from nectar collecting at the end of one day to pollen collecting on the
first flight of the next day.
Approx. 48% of bees collected only one material during their foraging career
(Table 2). About 40% of the individuals collected both pollen and nectar, many of
them on the same day. Pollen was mostly collected first in a day by such bees.



-----


Individual foraging of _Melipona beecheii_ 433

5 6 7 8 9 10 11 12 13 14 15 16 17 18 days (ind.)
17 (13)
7 (5)
7 (7)
7 (6)

7 (5)
2 (2)
4 (4)

9 (8)
3 (2)
2 (2)

2 (2)

3 (3)
19 (13)

3 (3)
4 (3)

2 (2)
2 (1)

5 6 7 8 9 10 11 12 13 14 15 16 17 18

time of day (h)

**Figure 1.** Daily foraging patterns of _M. beecheii_ foragers in Pozo Azul. _White bars_ : nectar; _light grey bars:_ resin;
_dark grey bars:_ pollen. Data from 6 days of video recordings. Given are the cumulative number of ‘bee-days’
(irrespective of bee identities) that each foraging pattern occurred (days) and the number of individual bees that
performed each pattern (bees)","papers/test_samples/Biesmeijer & Tóth, 1998.pdf",PDF 1.2,IS 336 Individual for.,7300/166,,,QuarkXPressªMit XT: PSPrinter 8.3.1,Acrobat Distiller 3.01 für Power Macintosh,D:19981104152917,D:19981202164921,,,16546,"page_content='

**Results**

_Task fixation and task switching_

The video-recordings of individual foraging patterns over the day in _Melipona_
_beecheii_ (Fig. 1) showed that 65 bees (71%) collected only one type of material in a
single day. Other individuals (15%) switched from pollen collecting to nectar collect-
ing in the course of the morning or performed one or more switches within a day
other than from pollen to nectar (14%). On two consecutive flights a bee normally
collected the same type of material (Table 1a). Almost all possible transitions from
one material to another occurred, but in a non-random way (Chi-square=1139.15;
p=0.0001; df=4). Most common switches were from pollen to nectar and from
resin/mud to nectar.
Most _M. beecheii_ foragers started the day with collecting the same type of mate-
rial that they collected last on the previous day (Table 1b). Again all switches occur-
red in a non-random way (Chi-square=22.36; p=0.0002; df=4). The most common
switch was from nectar collecting at the end of one day to pollen collecting on the
first flight of the next day.
Approx. 48% of bees collected only one material during their foraging career
(Table 2). About 40% of the individuals collected both pollen and nectar, many of
them on the same day. Pollen was mostly collected first in a day by such bees.



-----


Individual foraging of _Melipona beecheii_ 433

5 6 7 8 9 10 11 12 13 14 15 16 17 18 days (ind.)
17 (13)
7 (5)
7 (7)
7 (6)

7 (5)
2 (2)
4 (4)

9 (8)
3 (2)
2 (2)

2 (2)

3 (3)
19 (13)

3 (3)
4 (3)

2 (2)
2 (1)

5 6 7 8 9 10 11 12 13 14 15 16 17 18

time of day (h)

**Figure 1.** Daily foraging patterns of _M. beecheii_ foragers in Pozo Azul. _White bars_ : nectar; _light grey bars:_ resin;
_dark grey bars:_ pollen. Data from 6 days of video recordings. Given are the cumulative number of ‘bee-days’
(irrespective of bee identities) that each foraging pattern occurred (days) and the number of individual bees that
performed each pattern (bees)' metadata={'source': 'papers/test_samples/Biesmeijer & Tóth, 1998.pdf', 'format': 'PDF 1.2', 'title': 'IS 336 Individual for.', 'author': '7300/166', 'subject': '', 'keywords': '', 'creator': 'QuarkXPressªMit XT: PSPrinter 8.3.1', 'producer': 'Acrobat Distiller 3.01 für Power Macintosh', 'creationDate': 'D:19981104152917', 'modDate': 'D:19981202164921', 'trapped': '', 'encryption': None, 'start_index': 16546}",Biología de la especie,"El texto describe el comportamiento de las abejas _Melipona beecheii_ en su búsqueda de alimento, incluyendo el tipo de material que recolectan, los cambios en la recolección de materiales y los patrones diarios de alimentación.",
"**Table 1.** Frequency of switches in the type of material that was collected. Data from three days of video obser-
vations on _M. beecheii_ in Pozo Azul. a) switches from one flight to the next within a day; b) switches from the
last flight of one day to the first flight of the next day


|a|Col2|
|---|---|
|Previous flight|Next flight|
||pollen nectar resin/mud|
||pollen 67 19 5 nectar 2 838 7 resin/mud 0 10 25|
|b||
|Last flight Previous day|First flight next day|
||pollen nectar resin/mud|
||pollen 10 4 1 nectar 11 30 4 resin/mud 1 2 4|



-----


434 Biesmeijer and Tóth

**Table 2.** Collection of nectar, pollen and nest materials by workers in three observation series: _M. beecheii_ Pozo
Azul: 6 day series (video recordings) and whole career (combined observations). _M. beecheii_ El Sur: 16 days


|series. The M. beecheii the colony pattern|i series in El Sur concentrated on pollen foraging and therefore do not relate directly to|
|---|---|
||M. beecheii Pozo Azul M. beecheii El Sur|
||6 days (video) whole career 16 days|
|1 material pollen (P) nectar (N) resin/mud (R)|38 (51%) 48 (48%) 97 (60%) 7 12 70 25 33 20 6 3 7|
|2 materials 1|28 (38%) 39 (39%) 62 (38%)|
|P+N P+R N+R|18 28 57 2 1 4 8 10 1|
|3 materials 1|8 (11%) 13 (13%) 3 (2%)|
|P+N+R|8 13 3|


1 The different materials were collected on separate flights.

_Complete foraging careers_

Four types of foragers could be distinguished among the 45 intensively studied _M._
_beecheii_ bees: specialists in collecting pollen, specialists in nectar collecting, foragers
that performed a daily switch from pollen collecting to nectar collecting (further
referred to as pollen-nectar foragers), and mixed foragers that collected a combi-
nation of materials (other than pollen and nectar within one day). Entire foraging
careers were recorded for 29 bees in colony 1. The following descriptions are main-
ly based on this group:","papers/test_samples/Biesmeijer & Tóth, 1998.pdf",PDF 1.2,IS 336 Individual for.,7300/166,,,QuarkXPressªMit XT: PSPrinter 8.3.1,Acrobat Distiller 3.01 für Power Macintosh,D:19981104152917,D:19981202164921,,,18528,"page_content='**Table 1.** Frequency of switches in the type of material that was collected. Data from three days of video obser-
vations on _M. beecheii_ in Pozo Azul. a) switches from one flight to the next within a day; b) switches from the
last flight of one day to the first flight of the next day


|a|Col2|
|---|---|
|Previous flight|Next flight|
||pollen nectar resin/mud|
||pollen 67 19 5 nectar 2 838 7 resin/mud 0 10 25|
|b||
|Last flight Previous day|First flight next day|
||pollen nectar resin/mud|
||pollen 10 4 1 nectar 11 30 4 resin/mud 1 2 4|



-----


434 Biesmeijer and Tóth

**Table 2.** Collection of nectar, pollen and nest materials by workers in three observation series: _M. beecheii_ Pozo
Azul: 6 day series (video recordings) and whole career (combined observations). _M. beecheii_ El Sur: 16 days


|series. The M. beecheii the colony pattern|i series in El Sur concentrated on pollen foraging and therefore do not relate directly to|
|---|---|
||M. beecheii Pozo Azul M. beecheii El Sur|
||6 days (video) whole career 16 days|
|1 material pollen (P) nectar (N) resin/mud (R)|38 (51%) 48 (48%) 97 (60%) 7 12 70 25 33 20 6 3 7|
|2 materials 1|28 (38%) 39 (39%) 62 (38%)|
|P+N P+R N+R|18 28 57 2 1 4 8 10 1|
|3 materials 1|8 (11%) 13 (13%) 3 (2%)|
|P+N+R|8 13 3|


1 The different materials were collected on separate flights.

_Complete foraging careers_

Four types of foragers could be distinguished among the 45 intensively studied _M._
_beecheii_ bees: specialists in collecting pollen, specialists in nectar collecting, foragers
that performed a daily switch from pollen collecting to nectar collecting (further
referred to as pollen-nectar foragers), and mixed foragers that collected a combi-
nation of materials (other than pollen and nectar within one day). Entire foraging
careers were recorded for 29 bees in colony 1. The following descriptions are main-
ly based on this group:' metadata={'source': 'papers/test_samples/Biesmeijer & Tóth, 1998.pdf', 'format': 'PDF 1.2', 'title': 'IS 336 Individual for.', 'author': '7300/166', 'subject': '', 'keywords': '', 'creator': 'QuarkXPressªMit XT: PSPrinter 8.3.1', 'producer': 'Acrobat Distiller 3.01 für Power Macintosh', 'creationDate': 'D:19981104152917', 'modDate': 'D:19981202164921', 'trapped': '', 'encryption': None, 'start_index': 18528}",Biología de la especie,El texto describe el comportamiento de recolección de néctar y polen de las abejas _M. beecheii_,
"_Pollen foragers_ (n=9; Fig. 2a), collected pollen on more than 80% of their flights.
They did not collect pollen and nectar in the same flight. Four bees collected
pollen exclusively. Pollen specialists had careers lasting 4 to 19 days (12 d ays on
average). Pollen bees were typically active for 1–3 hours a day in the early
morning. During two observation days (March 26 and 27, 1993) pollen collection
lasted much longer; two bees continued till 15:20 and 17:50 respectively.
_Nectar foragers_ (n=13; Fig. 2b), collected nectar on more than 80% of their flights.
Nine bees collected nectar exclusively. Nectar specialists died after having collect-
ed nectar actively for 3 days on average (range 2–4 days) and 4–10 hours per day.
They started collecting every morning between 5:30 and 7:30 and stopped
between 12:30 and 16:20.
_Pollen-nectar foragers_ (n=5; Fig. 2c) collected pollen and nectar on separate flights
within the same day for at least one day. They actively collected (more than



-----


Individual foraging of _Melipona beecheii_ 435

4 hours per day) both materials for 1 to 5 days (3 days on average). These bees
collected pollen first (from 5:30–9:00) followed by nectar collecting till 17:00 or
18:00. This group of foragers is not as coherent as the above mentioned groups.
Before collecting both materials on the same day, 1 bee collected pollen for
3 days, whereas 2 bees collected nectar for 1 and 2 days respectively. After the
pollen-nectar period 3 bees collected nectar exclusively for 1, 2, and 3 days
respectively.
_Mixed foragers_ (n=11) did not collect one commodity on more than 80% of their
trips. Two of these foragers are special in that they collected resin for 4 and 11
days respectively every day from 5:30–8:00. They collected other materials
before and after. These two bees showed similarities with pollen foragers, but
were too few to include in a separate group.

_Age and type of food or nest material collected_","papers/test_samples/Biesmeijer & Tóth, 1998.pdf",PDF 1.2,IS 336 Individual for.,7300/166,,,QuarkXPressªMit XT: PSPrinter 8.3.1,Acrobat Distiller 3.01 für Power Macintosh,D:19981104152917,D:19981202164921,,,20435,,,,85.0
"_Age and type of food or nest material collected_

In the cohort of age-marked _M. beecheii_ workers, individual bees performed their
first flight at an age of 33 days on average (sd=5; n=42; range 16 to over 60 days).
These first flights were probably orientation flights, because they normally lasted


|b|Col2|Col3|Col4|Col5|Col6|Col7|Col8|Col9|Col10|
|---|---|---|---|---|---|---|---|---|---|
|||||||||||
|||||||||||
|||||||||||
|||||||||dead||
|||||||||||

|Col1|Col2|
|---|---|
|||
|||
|||
|||
|||
|||
|||
|||
|||
|||
|||
|||
|||
|||
|||
|||

|c|Col2|Col3|Col4|Col5|Col6|Col7|Col8|
|---|---|---|---|---|---|---|---|
|||||||||
|||||||||
|||||||||
|||||||||
||||||||outside|
||||de|ad||||


6.00 8.00 10.00 12.00 14.00 16.00 6.00 8.00

**Figure 2.** Life-long foraging careers of three individual _M. beecheii_ workers in Pozo Azul. a) exemplary career
of pollen forager; b) career of nectar forager; c) career of pollen/nectar forager. Each bar represents one for-
aging day (between March 8 and March 31, 1994) from 5.00 to 18.00 hours. Grey areas indicate nectar flights,
light grey areas indicate pollen flights, black areas indicate unsuccessful flights (no load was collected). Width
of area indicates flight duration. Areas dented at the right side indicate flights of which time of entry was not
recorded. Of areas dented at the left side exit time was not recorded



-----


436 Biesmeijer and Tóth","papers/test_samples/Biesmeijer & Tóth, 1998.pdf",PDF 1.2,IS 336 Individual for.,7300/166,,,QuarkXPressªMit XT: PSPrinter 8.3.1,Acrobat Distiller 3.01 für Power Macintosh,D:19981104152917,D:19981202164921,,,22348,,,,86.0
"-----


436 Biesmeijer and Tóth

5–10 minutes and the bees did not collect any material. After these orientation
flights some bees were involved in waste removal. We excluded “orientation” flights
and waste removal flights from our calculation of first foraging activity.  First for-
aging flights were performed at an average age of 40 days (sd=7.9; n=35; range:
16 to over 60 days). Some bees performed flights before observations started, and
at the end of the observations several bees had not performed any flights, despite
their age of 49 days. From an age of 20 days onward a constant proportion of the
bees started foraging (Fig. 3). The type of material that was collected first did not
affect the onset of foraging (Mann-Whitney U-test pollen vs. nectar: z=–0.4,
p=0.69; pollen: average 41 days, sd=10, n=9; nectar: average 40 days, sd=8, n=22;
resin: 37 days, n=1).

_Pre-foraging hive activities and type of food or nest material collected_

The 45 bees of the cohort were 12–19 days old at the start of the scan observa-
tions. A total of 15,116 behaviour scans were recorded, 66% of which consisted of
moving (7,025 scores) and standing still (2,961 scores). The individual bees were
observed 209 times on average (range 57–337). We distinguished 4 types of
foraging careers (see above), but for this analysis combined pollen-nectar bees
and mixed foragers into one group to increase sample size. The three groups of
foragers performed similar intranidal behaviour in their pre-foraging period as
well as in their foraging period (all comparisons p&gt;0.05; repetitive KS-test). No
differences were found in the locations they visited or in the interaction of be-
haviour and location (all comparisons p&gt;0.05; repetitive KS-test). Analysis of
individual bees, however, revealed that within all groups some individuals differ-
ed significantly from others in the behaviour performed, the location visited or

100

80

60

40

20

0

0 5 10 15 20 25 30 35 40 45 50 55
age (days)","papers/test_samples/Biesmeijer & Tóth, 1998.pdf",PDF 1.2,IS 336 Individual for.,7300/166,,,QuarkXPressªMit XT: PSPrinter 8.3.1,Acrobat Distiller 3.01 für Power Macintosh,D:19981104152917,D:19981202164921,,,23729,"page_content='-----


436 Biesmeijer and Tóth

5–10 minutes and the bees did not collect any material. After these orientation
flights some bees were involved in waste removal. We excluded “orientation” flights
and waste removal flights from our calculation of first foraging activity.  First for-
aging flights were performed at an average age of 40 days (sd=7.9; n=35; range:
16 to over 60 days). Some bees performed flights before observations started, and
at the end of the observations several bees had not performed any flights, despite
their age of 49 days. From an age of 20 days onward a constant proportion of the
bees started foraging (Fig. 3). The type of material that was collected first did not
affect the onset of foraging (Mann-Whitney U-test pollen vs. nectar: z=–0.4,
p=0.69; pollen: average 41 days, sd=10, n=9; nectar: average 40 days, sd=8, n=22;
resin: 37 days, n=1).

_Pre-foraging hive activities and type of food or nest material collected_

The 45 bees of the cohort were 12–19 days old at the start of the scan observa-
tions. A total of 15,116 behaviour scans were recorded, 66% of which consisted of
moving (7,025 scores) and standing still (2,961 scores). The individual bees were
observed 209 times on average (range 57–337). We distinguished 4 types of
foraging careers (see above), but for this analysis combined pollen-nectar bees
and mixed foragers into one group to increase sample size. The three groups of
foragers performed similar intranidal behaviour in their pre-foraging period as
well as in their foraging period (all comparisons p&gt;0.05; repetitive KS-test). No
differences were found in the locations they visited or in the interaction of be-
haviour and location (all comparisons p&gt;0.05; repetitive KS-test). Analysis of
individual bees, however, revealed that within all groups some individuals differ-
ed significantly from others in the behaviour performed, the location visited or

100

80

60

40

20

0

0 5 10 15 20 25 30 35 40 45 50 55
age (days)'",Biología de la especie,"El texto describe el comportamiento de las abejas, su edad de inicio de búsqueda de alimento, los tipos de alimento que recolectan y las actividades que realizan dentro de la colmena antes de comenzar a buscar alimento.",
"100

80

60

40

20

0

0 5 10 15 20 25 30 35 40 45 50 55
age (days)

**Figure 3.** Relation between age and initiation of foraging in _M. beecheii_ Pozo Azul (N=37). _Dotted line_ : per-
centage of bees that not yet initiated foraging. _Solid line_ : percentage of remaining bees that initiates foraging in
given age-interval



-----


Individual foraging of _Melipona beecheii_ 437

the combination of behaviour and location. The behaviours that caused the diffe-
rences in all comparisons were “move” and “stand” and to a lesser extent “dehy-
drate nectar” and “autogroom”. Overall, the results did not reveal any relation
between the intranidal behavioural acts (that occurred frequently enough to
include in the analysis) before foraging started and the type of foraging career
that followed.

_Longevity, activity level and foraging career_","papers/test_samples/Biesmeijer & Tóth, 1998.pdf",PDF 1.2,IS 336 Individual for.,7300/166,,,QuarkXPressªMit XT: PSPrinter 8.3.1,Acrobat Distiller 3.01 für Power Macintosh,D:19981104152917,D:19981202164921,,,25654,,,,88.0
"The life-span of the bees in the _M. beecheii_ age-cohort was 51 days on average
(sd=15; N=45) when the last day observed alive was taken as the day of death. Half
of the bees were alive at the end of the observation period (they were between
49 and 59 days old). Five bees lived over 70 days, two over 86 days, one of these two
over 101 days. Longevity was not different for the various groups of foragers (Krus-
kal-Wallis test: H=0.734; p=0.69).
The length of the foraging career (in days) was negatively correlated with activi-
ty level, measured as: a) number of flights performed per day (Spearman Rank Cor-
relation Test (SRCT) r=–0.77, p&lt;0.01, N=16); and, b) number of foraging hours
per day (SRCT, r=–0.67, p&lt;0.05, N=16). For the bees that collected both pollen
and nectar at least once in their lives we found that a foragers’ career  was shorter
(in days) when a higher proportion of its flights was devoted to nectar collecting
(SRCT, r=–0.639, p&lt;0.05, N=16).
A longer foraging career (in days) meant that the bee foraged more hours in
total (SRCT, r=0.55, p=0.03, N=16), but not that a higher number of flights was
performed (SRCT, r=0.31, p=0.23, N=16). The length of the foraging career was
not related to the age at which the bee first foraged (SRCT, r=–0.24, p=0.35,
N=16).
The type of material that a forager collected significantly influenced the total
number of hours a bee foraged in her career (Fig. 4b; Peto-Wilcoxon-test; 3 groups,
df=2; Z=6.80, p=0.03; Npollen=8, Nnectar=13, Npollen-nectar =4). Fifty percent
of the pollen-bees foraged for 36 hours or more (maximum 52 flight hours), whereas
none of the nectar-bees performed more than 24 flight hours, which was about aver-
age for mixed foragers. The 50% percentile of total flight hours for nectar bees is
16 hours and the maximum 24 hours.
Foraging tenure (in days) was significantly shorter for nectar foragers and mix
foragers than for pollen bees (Fig. 4a; Peto-Wilcoxon-test; Z=2.63, p=0","papers/test_samples/Biesmeijer & Tóth, 1998.pdf",PDF 1.2,IS 336 Individual for.,7300/166,,,QuarkXPressªMit XT: PSPrinter 8.3.1,Acrobat Distiller 3.01 für Power Macintosh,D:19981104152917,D:19981202164921,,,26503,"The life-span of the bees in the _M. beecheii_ age-cohort was 51 days on average
(sd=15; N=45) when the last day observed alive was taken as the day of death. Half
of the bees were alive at the end of the observation period (they were between
49 and 59 days old). Five bees lived over 70 days, two over 86 days, one of these two
over 101 days. Longevity was not different for the various groups of foragers (Krus-
kal-Wallis test: H=0.734; p=0.69).
The length of the foraging career (in days) was negatively correlated with activi-
ty level, measured as: a) number of flights performed per day (Spearman Rank Cor-
relation Test (SRCT) r=–0.77, p&lt;0.01, N=16); and, b) number of foraging hours
per day (SRCT, r=–0.67, p&lt;0.05, N=16). For the bees that collected both pollen
and nectar at least once in their lives we found that a foragers’ career  was shorter
(in days) when a higher proportion of its flights was devoted to nectar collecting
(SRCT, r=–0.639, p&lt;0.05, N=16).
A longer foraging career (in days) meant that the bee foraged more hours in
total (SRCT, r=0.55, p=0.03, N=16), but not that a higher number of flights was
performed (SRCT, r=0.31, p=0.23, N=16). The length of the foraging career was
not related to the age at which the bee first foraged (SRCT, r=–0.24, p=0.35,
N=16).
The type of material that a forager collected significantly influenced the total
number of hours a bee foraged in her career (Fig. 4b; Peto-Wilcoxon-test; 3 groups,
df=2; Z=6.80, p=0.03; Npollen=8, Nnectar=13, Npollen-nectar =4). Fifty percent
of the pollen-bees foraged for 36 hours or more (maximum 52 flight hours), whereas
none of the nectar-bees performed more than 24 flight hours, which was about aver-
age for mixed foragers. The 50% percentile of total flight hours for nectar bees is
16 hours and the maximum 24 hours.
Foraging tenure (in days) was significantly shorter for nectar foragers and mix
foragers than for pollen bees (Fig. 4a; Peto-Wilcoxon-test; Z=2.63, p=0",Biología de la especie,"El texto describe la conducta de las abejas, su longevidad, la duración de su carrera de forrajeo y la relación entre la actividad y la duración de la carrera de forrajeo.",
".
Foraging tenure (in days) was significantly shorter for nectar foragers and mix
foragers than for pollen bees (Fig. 4a; Peto-Wilcoxon-test; Z=2.63, p=0.009;
Np=8, Nn + pn =17). However, total number of flights performed in the com-
plete foraging career was not significantly different for nectar bees and pollen
bees (Fig. 4c; Mann-Whitney U-test: z=–0.29, p=0.772; nectar foragers: aver-
age=59, n=13; pollen foragers: average=52, n=8). Pollen-nectar foragers were
too few to analyse.","papers/test_samples/Biesmeijer & Tóth, 1998.pdf",PDF 1.2,IS 336 Individual for.,7300/166,,,QuarkXPressªMit XT: PSPrinter 8.3.1,Acrobat Distiller 3.01 für Power Macintosh,D:19981104152917,D:19981202164921,,,28330,,,,90.0
"_Life-time efficiency of foragers_

The degree of specialisation of the _M. beecheii_ foragers, measured as Shannon’s H _¢_ ,
was not related to the percentage of successful flights (flights on which a load was



-----


438 Biesmeijer and Tóth

1


|Col1|Col2|
|---|---|
|10 20 30 survival time (days)||
|||
|20 40 60 survival time (hours)||
|||


c

0.1

number of flights performed
0 50 100 150 200

**Figure 4.** Duration of foraging careers for different types of _M. beecheii_ foragers: (a) foraging tenure in days;
(b) tenure in flight hours; (c) number of flights performed. Open squares: nectar foragers (N=13); closed
diamonds: pollen foragers (N=8); closed squares: pollen-nectar foragers (N=4)



-----


Individual foraging of _Melipona beecheii_ 439

1.0

0.8

0.6

0.4

0.2


0
0.2 0.4 0.6 0.8 1.0

0
Shannon's index of diversity H'

**Figure 5.** Diversity of foraging career in relation to foraging success (number of loads/number of flights) of
_M. beecheii_ foragers. The relation is not significant (SRCT: rho=–0.012; z=–0.07; p=0.944; n=36)","papers/test_samples/Biesmeijer & Tóth, 1998.pdf",PDF 1.2,IS 336 Individual for.,7300/166,,,QuarkXPressªMit XT: PSPrinter 8.3.1,Acrobat Distiller 3.01 für Power Macintosh,D:19981104152917,D:19981202164921,,,28820,,,,91.0
"collected) performed by foragers (Fig. 5; SRCT: rho=–0.012; z=–0.07; p=0.944;
n=36). However, nectar foragers had a higher success rate than pollen foragers
(Mann-Whitney U-test: z=–2.067, p=0.039; pollen: average success 76%, n=8;
nectar: average success 89%, n=13). The life-time success of the pollen-nectar for-
agers is 75%, which is not significantly different from the other groups. The dura-
tion of pollen collecting flights and nectar collecting flights was not different for
specialist and generalist foragers. Nectar specialists (N=8) needed 15.6 _±_ 2.3 min
on average (n=553 flights) to collect a nectar load and mixed foragers (N=5)
16.8 _±_ 3.5 min (n=244) (Mann-Whitney test, z=–0.878; p=0.38). Pollen was col-
lected by the specialist foragers (N=4) in 25.1 _±_ 11.6 min on average (n=207),
whereas pollen collecting flights performed by generalists (N=5) lasted on average
24.0 _±_ 6.3 min (n=145) (Mann-Whitney test, z=–0.245; p=0.81). For all individual
bees pollen collecting flights lasted longer than nectar collecting flights.

**Discussion**

_Specialisation on materials_

According to the existing theory on task allocation in social insects (e.g. Oster and
Wilson, 1978) and observational studies on bees (Lindauer, 1952; Ribbands, 1952;
Sommeijer et al., 1983) individual foragers of _Melipona_ were expected to specialise
on collecting one type of food. About 70% of the _M. beecheii_ foragers fixated on
collecting one type of material on a daily basis and about 50% over a sequence of
days or during complete foraging careers. Sommeijer et al. (1983) observed that
more than 70% of the foragers of _Melipona favosa_ collected only one type of food
(nectar or pollen) over a period of days. This high percentage for _M. favosa_ is prob-
ably influenced by their low sampling intensity that included only about 4 flights per
forager. More extensive studies on honeybees (Ribbands, 1952) and _Trigona_



-----


440 Biesmeijer and Tóth","papers/test_samples/Biesmeijer & Tóth, 1998.pdf",PDF 1.2,IS 336 Individual for.,7300/166,,,QuarkXPressªMit XT: PSPrinter 8.3.1,Acrobat Distiller 3.01 für Power Macintosh,D:19981104152917,D:19981202164921,,,29884,,,,92.0
